customer_id,customer_name,segment,city,state,postal_code,region,country
SA-20830,Sue Ann Reed,Consumer,Redmond,Oregon,97756,West,United States
CH-12070,Cathy Hwang,Home Office,Raleigh,North Carolina,27604,South,United States
ND-18460,Neil Ducich,Corporate,Macon,Georgia,31204,South,United States
BS-11755,Bruce Stewart,Consumer,Cleveland,Ohio,44105,East,United States
SL-20155,Sara Luxemburg,Home Office,Muskogee,Oklahoma,74403,Central,United States
GB-14530,George Bell,Corporate,Monroe,North Carolina,28110,South,United States
AS-10045,Aaron Smayling,Corporate,Austin,Texas,78745,Central,United States
RM-19375,Raymond Messe,Consumer,Meriden,Connecticut,6450,East,United States
NH-18610,Nicole Hansen,Corporate,Roswell,Georgia,30076,South,United States
BF-10975,Barbara Fisher,Corporate,Charlotte,North Carolina,28205,South,United States
KH-16330,Katharine Harms,Corporate,Bowling Green,Kentucky,42104,South,United States
FA-14230,Frank Atkinson,Corporate,San Antonio,Texas,78207,Central,United States
GW-14605,Giulietta Weimer,Consumer,Seattle,Washington,98115,West,United States
DA-13450,Dianna Arnett,Home Office,Washington,District of Columbia,20016,East,United States
FH-14275,Frank Hawley,Corporate,Los Angeles,California,90004,West,United States
RK-19300,Ralph Kennedy,Consumer,South Bend,Indiana,46614,Central,United States
FM-14215,Filia McAdams,Corporate,Los Angeles,California,90032,West,United States
AC-10420,Alyssa Crouse,Corporate,Houston,Texas,77041,Central,United States
JB-15400,Jennifer Braxton,Corporate,Bristol,Connecticut,6010,East,United States
GM-14440,Gary McGarr,Consumer,New York City,New York,10009,East,United States
RF-19840,Roy Französisch,Consumer,San Antonio,Texas,78207,Central,United States
NC-18625,Noah Childs,Corporate,Aurora,Colorado,80013,West,United States
NG-18355,Nat Gilpin,Corporate,Newark,Ohio,43055,East,United States
AH-10075,Adam Hart,Corporate,Henderson,Nevada,89015,West,United States
CH-12070,Cathy Hwang,Home Office,Philadelphia,Pennsylvania,19143,East,United States
CC-12145,Charles Crestani,Consumer,Seattle,Washington,98103,West,United States
ME-18010,Michelle Ellison,Corporate,San Francisco,California,94122,West,United States
BP-11230,Benjamin Patterson,Consumer,Spokane,Washington,99207,West,United States
MP-17470,Mark Packer,Home Office,Columbus,Ohio,43229,East,United States
CJ-12010,Caroline Jumper,Consumer,Long Beach,New York,11561,East,United States
JC-15775,John Castell,Consumer,San Antonio,Texas,78207,Central,United States
CK-12760,Cyma Kinney,Corporate,Jacksonville,Florida,32216,South,United States
LF-17185,Luke Foster,Consumer,New York City,New York,10011,East,United States
CC-12430,Chuck Clark,Home Office,Philadelphia,Pennsylvania,19143,East,United States
DL-12865,Dan Lawera,Consumer,Keller,Texas,76248,Central,United States
PG-18895,Paul Gonzalez,Consumer,San Francisco,California,94122,West,United States
EH-14005,Erica Hernandez,Home Office,Hialeah,Florida,33012,South,United States
TB-21520,Tracy Blumstein,Consumer,Fairfield,Ohio,45014,East,United States
DK-13225,Dean Katz,Corporate,Huntington Beach,California,92646,West,United States
JP-15520,Jeremy Pistek,Consumer,Port Orange,Florida,32127,South,United States
CD-11980,Carol Darley,Consumer,Medford,Oregon,97504,West,United States
AS-10090,Adam Shillingsburg,Consumer,Charlottesville,Virginia,22901,South,United States
JO-15280,Jas O'Carroll,Consumer,Missoula,Montana,59801,West,United States
AC-10450,Amy Cox,Consumer,Minneapolis,Minnesota,55407,Central,United States
RA-19945,Ryan Akin,Consumer,Miami,Florida,33178,South,United States
Co-12640,Corey-Lock,Consumer,Florence,South Carolina,29501,South,United States
DW-13480,Dianna Wilson,Home Office,Detroit,Michigan,48205,Central,United States
DK-12835,Damala Kotsonis,Corporate,Springfield,Oregon,97477,West,United States
MD-17860,Michael Dominguez,Corporate,Indianapolis,Indiana,46203,Central,United States
RP-19855,Roy Phan,Corporate,Apopka,Florida,32712,South,United States
RW-19540,Rick Wilson,Corporate,Los Angeles,California,90008,West,United States
DB-13660,Duane Benoit,Consumer,Oceanside,New York,11572,East,United States
SC-20770,Stewart Carmichael,Corporate,Los Angeles,California,90008,West,United States
FH-14275,Frank Hawley,Corporate,Houston,Texas,77041,Central,United States
EH-13990,Erica Hackney,Consumer,Roswell,Georgia,30076,South,United States
AS-10630,Ann Steele,Home Office,Boynton Beach,Florida,33437,South,United States
HA-14905,Helen Abelman,Consumer,Franklin,Massachusetts,2038,East,United States
CH-12070,Cathy Hwang,Home Office,Detroit,Michigan,48227,Central,United States
EH-13765,Edward Hooks,Corporate,Watertown,New York,13601,East,United States
MZ-17515,Mary Zewe,Corporate,Reading,Pennsylvania,19601,East,United States
SC-20230,Scot Coram,Corporate,Arlington,Texas,76017,Central,United States
NP-18325,Naresj Patel,Consumer,San Diego,California,92024,West,United States
GM-14680,Greg Matthias,Consumer,Los Angeles,California,90045,West,United States
RH-19495,Rick Hansen,Consumer,Denver,Colorado,80219,West,United States
VM-21685,Valerie Mitchum,Home Office,Seattle,Washington,98105,West,United States
CC-12670,Craig Carreira,Consumer,Scottsdale,Arizona,85254,West,United States
SV-20365,Seth Vernon,Consumer,Lafayette,Louisiana,70506,South,United States
NP-18685,Nora Pelletier,Home Office,San Francisco,California,94109,West,United States
JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020,West,United States
CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301,Central,United States
EA-14035,Erin Ashbrook,Corporate,Carrollton,Texas,75007,Central,United States
AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,United States
RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,United States
DB-13210,Dean Braden,Consumer,Paterson,New Jersey,7501,East,United States
BD-11320,Bill Donatelli,Consumer,Tulsa,Oklahoma,74133,Central,United States
ML-17755,Max Ludwig,Home Office,Chicago,Illinois,60623,Central,United States
JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60610,Central,United States
AS-10225,Alan Schoenberger,Corporate,Montgomery,Alabama,36116,South,United States
AA-10375,Allen Armold,Consumer,Salem,Oregon,97301,West,United States
KT-16465,Kean Takahito,Consumer,Glendale,Arizona,85301,West,United States
MM-18280,Muhammed MacIntyre,Corporate,Columbus,Georgia,31907,South,United States
NG-18430,Nathan Gelder,Consumer,Oklahoma City,Oklahoma,73120,Central,United States
LW-16825,Laurel Workman,Corporate,Brentwood,California,94513,West,United States
CB-12415,Christy Brittain,Consumer,Columbus,Ohio,43229,East,United States
AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,65807,Central,United States
CB-12415,Christy Brittain,Consumer,Philadelphia,Pennsylvania,19134,East,United States
ML-17755,Max Ludwig,Home Office,Springfield,Oregon,97477,West,United States
JS-16030,Joy Smith,Consumer,Houston,Texas,77036,Central,United States
ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,23320,South,United States
LW-17215,Luke Weiss,Consumer,Pasadena,California,91104,West,United States
JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,40214,South,United States
SC-20050,Sample Company A,Home Office,Lubbock,Texas,79424,Central,United States
RW-19630,Rob Williams,Corporate,Columbia,Missouri,65203,Central,United States
CM-12190,Charlotte Melton,Consumer,Chicago,Illinois,60623,Central,United States
JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,37604,South,United States
SC-20800,Stuart Calhoun,Consumer,Houston,Texas,77041,Central,United States
AM-10705,Anne McFarland,Consumer,Auburn,Alabama,36830,South,United States
BK-11260,Berenike Kampe,Consumer,San Bernardino,California,92404,West,United States
RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,2908,East,United States
GM-14500,Gene McClure,Consumer,Fresno,California,93727,West,United States
MC-17275,Marc Crier,Consumer,Seattle,Washington,98103,West,United States
VM-21685,Valerie Mitchum,Home Office,Lancaster,California,93534,West,United States
GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,1453,East,United States
GB-14530,George Bell,Corporate,Fort Worth,Texas,76106,Central,United States
CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,55901,Central,United States
CW-11905,Carl Weiss,Home Office,Bozeman,Montana,59715,West,United States
SN-20560,Skye Norling,Home Office,Peoria,Arizona,85345,West,United States
EB-13705,Ed Braxton,Corporate,San Diego,California,92105,West,United States
JW-15220,Jane Waco,Corporate,Lakewood,Ohio,44107,East,United States
KB-16585,Ken Black,Corporate,Houston,Texas,77095,Central,United States
MC-17590,Matt Collister,Corporate,Perth Amboy,New Jersey,8861,East,United States
CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,19134,East,United States
RD-19480,Rick Duston,Consumer,Richmond,Indiana,47374,Central,United States
TP-21130,Theone Pippenger,Consumer,Detroit,Michigan,48227,Central,United States
GG-14650,Greg Guthrie,Corporate,Los Angeles,California,90049,West,United States
ZC-21910,Zuschuss Carroll,Consumer,Pomona,California,91767,West,United States
CC-12610,Corey Catlett,Corporate,Philadelphia,Pennsylvania,19134,East,United States
KA-16525,Kelly Andreada,Consumer,Ontario,California,91761,West,United States
TC-20980,Tamara Chand,Corporate,Seattle,Washington,98105,West,United States
DB-13270,Deborah Brumfield,Home Office,Brentwood,California,94513,West,United States
TR-21325,Toby Ritter,Consumer,San Francisco,California,94122,West,United States
BF-11080,Bart Folk,Consumer,Baltimore,Maryland,21215,East,United States
MS-17365,Maribeth Schnelling,Consumer,Phoenix,Arizona,85023,West,United States
CK-12595,Clytie Kelty,Consumer,Los Angeles,California,90008,West,United States
ED-13885,Emily Ducich,Home Office,Houston,Texas,77036,Central,United States
IM-15070,Irene Maddox,Consumer,New York City,New York,10009,East,United States
MY-17380,Maribeth Yedwab,Corporate,Rancho Cucamonga,California,91730,West,United States
MM-17260,Magdelene Morse,Consumer,Wilmington,Delaware,19805,East,United States
MP-17470,Mark Packer,Home Office,Moorhead,Minnesota,56560,Central,United States
AW-10840,Anthony Witt,Consumer,Farmington,New Mexico,87401,West,United States
SF-20065,Sandra Flanagan,Consumer,Wilmington,North Carolina,28403,South,United States
SN-20710,Steve Nguyen,Home Office,Jackson,Mississippi,39212,South,United States
RD-19900,Ruben Dartt,Consumer,Portland,Oregon,97206,West,United States
KT-16480,Kean Thornton,Consumer,Denver,Colorado,80219,West,United States
AH-10120,Adrian Hane,Home Office,Tucson,Arizona,85705,West,United States
BM-11650,Brian Moss,Corporate,New York City,New York,10009,East,United States
BW-11200,Ben Wallace,Consumer,Boynton Beach,Florida,33437,South,United States
HG-14965,Henry Goldwyn,Corporate,Mesquite,Texas,75150,Central,United States
SG-20080,Sandra Glassco,Consumer,Redlands,California,92374,West,United States
RK-19300,Ralph Kennedy,Consumer,Rochester,New York,14609,East,United States
SW-20245,Scot Wooten,Consumer,Stockton,California,95207,West,United States
RW-19630,Rob Williams,Corporate,Seattle,Washington,98105,West,United States
TS-21085,Thais Sissman,Consumer,Ormond Beach,Florida,32174,South,United States
JB-15400,Jennifer Braxton,Corporate,Sunnyvale,California,94086,West,United States
EH-14005,Erica Hernandez,Home Office,Lansing,Michigan,48911,Central,United States
EH-14005,Erica Hernandez,Home Office,Philadelphia,Pennsylvania,19143,East,United States
BS-11665,Brian Stugart,Consumer,Philadelphia,Pennsylvania,19143,East,United States
JK-16120,Julie Kriz,Home Office,Philadelphia,Pennsylvania,19134,East,United States
RF-19345,Randy Ferguson,Corporate,Dover,New Hampshire,3820,East,United States
WB-21850,William Brown,Consumer,Philadelphia,Pennsylvania,19134,East,United States
TB-21625,Trudy Brown,Consumer,Grand Prairie,Texas,75051,Central,United States
CB-12415,Christy Brittain,Consumer,New York City,New York,10009,East,United States
GT-14635,Grant Thornton,Corporate,Long Beach,New York,11561,East,United States
TS-21160,Theresa Swint,Corporate,York,Pennsylvania,17403,East,United States
WB-21850,William Brown,Consumer,Concord,California,94521,West,United States
DO-13435,Denny Ordway,Consumer,New York City,New York,10035,East,United States
AF-10870,Art Ferguson,Consumer,College Station,Texas,77840,Central,United States
RB-19435,Richard Bierner,Consumer,Saint Louis,Missouri,63116,Central,United States
AR-10540,Andy Reiter,Consumer,Quincy,Massachusetts,2169,East,United States
DR-12880,Dan Reichenbach,Corporate,New York City,New York,10009,East,United States
BF-11170,Ben Ferrer,Home Office,Dallas,Texas,75081,Central,United States
LB-16735,Larry Blacks,Consumer,Los Angeles,California,90032,West,United States
DV-13465,Dianna Vittorini,Consumer,Minneapolis,Minnesota,55407,Central,United States
NK-18490,Neil Knudson,Home Office,Deltona,Florida,32725,South,United States
LH-17155,Logan Haushalter,Consumer,Cincinnati,Ohio,45231,East,United States
DW-13480,Dianna Wilson,Home Office,Oakland,California,94601,West,United States
KF-16285,Karen Ferguson,Home Office,Manteca,California,95336,West,United States
HA-14920,Helen Andreada,Consumer,Laredo,Texas,78041,Central,United States
JH-15820,John Huston,Consumer,Kent,Ohio,44240,East,United States
LC-16930,Linda Cazamias,Corporate,San Angelo,Texas,76903,Central,United States
IL-15100,Ivan Liston,Consumer,San Francisco,California,94122,West,United States
LS-16975,Lindsay Shagiari,Home Office,Houston,Texas,77070,Central,United States
CC-12610,Corey Catlett,Corporate,Houston,Texas,77041,Central,United States
PB-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,84106,West,United States
CJ-12010,Caroline Jumper,Consumer,New York City,New York,10009,East,United States
HK-14890,Heather Kirkland,Corporate,Salinas,California,93905,West,United States
RH-19600,Rob Haberlin,Consumer,Huntsville,Alabama,35810,South,United States
IL-15100,Ivan Liston,Consumer,Columbus,Indiana,47201,Central,United States
AS-10240,Alan Shonely,Consumer,Los Angeles,California,90049,West,United States
AP-10915,Arthur Prichep,Consumer,Seattle,Washington,98105,West,United States
AG-10390,Allen Goldenen,Consumer,Knoxville,Tennessee,37918,South,United States
BF-11080,Bart Folk,Consumer,Montgomery,Alabama,36116,South,United States
LT-17110,Liz Thompson,Consumer,Little Rock,Arkansas,72209,South,United States
BT-11305,Beth Thompson,Home Office,Seattle,Washington,98103,West,United States
SC-20725,Steven Cartwright,Consumer,Lancaster,Pennsylvania,17602,East,United States
CG-12040,Catherine Glotzbach,Home Office,Bristol,Tennessee,37620,South,United States
AW-10930,Arthur Wiediger,Home Office,Aurora,Illinois,60505,Central,United States
RB-19705,Roger Barcio,Home Office,New York City,New York,10009,East,United States
ML-17410,Maris LaWare,Consumer,Fairfield,Connecticut,6824,East,United States
VB-21745,Victoria Brennan,Corporate,Lincoln Park,Michigan,48146,Central,United States
SW-20275,Scott Williamson,Consumer,New York City,New York,10035,East,United States
NS-18505,Neola Schneider,Consumer,San Jose,California,95123,West,United States
DB-13555,Dorothy Badders,Corporate,Jacksonville,Florida,32216,South,United States
MH-17620,Matt Hagelstein,Corporate,San Francisco,California,94110,West,United States
DK-13375,Dennis Kane,Consumer,Marion,Ohio,43302,East,United States
EA-14035,Erin Ashbrook,Corporate,Philadelphia,Pennsylvania,19134,East,United States
BT-11440,Bobby Trafton,Consumer,Littleton,Colorado,80122,West,United States
LA-16780,Laura Armstrong,Corporate,Austin,Texas,78745,Central,United States
GM-14680,Greg Matthias,Consumer,New York City,New York,10024,East,United States
AA-10315,Alex Avila,Consumer,San Francisco,California,94122,West,United States
DB-13405,Denny Blanton,Consumer,La Porte,Indiana,46350,Central,United States
JH-15820,John Huston,Consumer,Chicago,Illinois,60610,Central,United States
DJ-13630,Doug Jacobs,Consumer,Portland,Oregon,97206,West,United States
QJ-19255,Quincy Jones,Corporate,Burlington,Vermont,5408,East,United States
CT-11995,Carol Triggs,Consumer,Indianapolis,Indiana,46203,Central,United States
RH-19510,Rick Huthwaite,Home Office,Provo,Utah,84604,West,United States
SJ-20125,Sanjit Jacobs,Home Office,Chicago,Illinois,60610,Central,United States
TG-21310,Toby Gnade,Consumer,Los Angeles,California,90049,West,United States
CT-11995,Carol Triggs,Consumer,Philadelphia,Pennsylvania,19134,East,United States
BF-11005,Barry Franz,Home Office,Pasadena,California,91104,West,United States
JM-16195,Justin MacKendrick,Consumer,Los Angeles,California,90004,West,United States
JK-16120,Julie Kriz,Home Office,San Diego,California,92105,West,United States
HG-14965,Henry Goldwyn,Corporate,San Francisco,California,94110,West,United States
LA-16780,Laura Armstrong,Corporate,Bangor,Maine,4401,East,United States
TS-21610,Troy Staebel,Consumer,San Francisco,California,94122,West,United States
MZ-17335,Maria Zettner,Home Office,San Diego,California,92024,West,United States
MW-18220,Mitch Webber,Consumer,New York City,New York,10035,East,United States
MV-17485,Mark Van Huff,Consumer,Arlington,Virginia,22204,South,United States
AA-10375,Allen Armold,Consumer,Atlanta,Georgia,30318,South,United States
SM-20320,Sean Miller,Home Office,Monroe,North Carolina,28110,South,United States
TP-21415,Tom Prescott,Consumer,Seattle,Washington,98115,West,United States
DK-13225,Dean Katz,Corporate,Rochester,New York,14609,East,United States
MK-17905,Michael Kennedy,Corporate,Miami,Florida,33180,South,United States
CS-12130,Chad Sievert,Consumer,Seattle,Washington,98105,West,United States
JL-15850,John Lucas,Consumer,San Francisco,California,94122,West,United States
AR-10405,Allen Rosenblatt,Corporate,Los Angeles,California,90036,West,United States
LM-17065,Liz MacKendrick,Consumer,Southaven,Mississippi,38671,South,United States
JK-15625,Jim Karlsson,Consumer,Seattle,Washington,98115,West,United States
FM-14215,Filia McAdams,Corporate,Middletown,Connecticut,6457,East,United States
SF-20200,Sarah Foster,Consumer,New Castle,Indiana,47362,Central,United States
PJ-18835,Patrick Jones,Corporate,Murfreesboro,Tennessee,37130,South,United States
CS-12355,Christine Sundaresam,Consumer,Salem,Virginia,24153,South,United States
BB-10990,Barry Blumstein,Corporate,Toledo,Ohio,43615,East,United States
BW-11200,Ben Wallace,Consumer,Los Angeles,California,90032,West,United States
RS-19420,Ricardo Sperren,Corporate,Seattle,Washington,98115,West,United States
TS-21160,Theresa Swint,Corporate,Columbus,Georgia,31907,South,United States
QJ-19255,Quincy Jones,Corporate,New York City,New York,10009,East,United States
VD-21670,Valerie Dominguez,Consumer,New York City,New York,10011,East,United States
JL-15505,Jeremy Lonsdale,Consumer,Midland,Michigan,48640,Central,United States
DL-13495,Dionis Lloyd,Corporate,Columbus,Georgia,31907,South,United States
MO-17800,Meg O'Connel,Home Office,Roswell,Georgia,30076,South,United States
BP-11185,Ben Peterman,Corporate,Chicago,Illinois,60623,Central,United States
MS-17980,Michael Stewart,Corporate,Houston,Texas,77041,Central,United States
SV-20935,Susan Vittorini,Consumer,New York City,New York,10009,East,United States
BC-11125,Becky Castell,Home Office,Peoria,Arizona,85345,West,United States
EM-13825,Elizabeth Moffitt,Corporate,Sioux Falls,South Dakota,57103,Central,United States
BD-11500,Bradley Drucker,Consumer,Richmond,Virginia,23223,South,United States
HW-14935,Helen Wasserman,Corporate,Seattle,Washington,98115,West,United States
KC-16255,Karen Carlisle,Corporate,Henderson,Kentucky,42420,South,United States
BM-11575,Brendan Murry,Corporate,New York City,New York,10035,East,United States
KN-16705,Kristina Nunn,Home Office,Fort Collins,Colorado,80525,West,United States
JD-16150,Justin Deggeller,Corporate,Philadelphia,Pennsylvania,19140,East,United States
LA-16780,Laura Armstrong,Corporate,Los Angeles,California,90004,West,United States
RW-19690,Robert Waldorf,Consumer,Lafayette,Indiana,47905,Central,United States
KW-16570,Kelly Williams,Consumer,Clarksville,Tennessee,37042,South,United States
CC-12220,Chris Cortes,Consumer,Fairfield,Connecticut,6824,East,United States
RH-19495,Rick Hansen,Consumer,New York City,New York,10009,East,United States
JK-15625,Jim Karlsson,Consumer,Columbus,Ohio,43229,East,United States
DC-13285,Debra Catini,Consumer,Warner Robins,Georgia,31088,South,United States
GM-14455,Gary Mitchum,Home Office,Franklin,Massachusetts,2038,East,United States
CL-11890,Carl Ludwig,Consumer,Chicago,Illinois,60623,Central,United States
PV-18985,Paul Van Hugh,Home Office,Milwaukee,Wisconsin,53209,Central,United States
LT-17110,Liz Thompson,Consumer,San Antonio,Texas,78207,Central,United States
AM-10360,Alice McCarthy,Corporate,Los Angeles,California,90032,West,United States
SC-20260,Scott Cohen,Corporate,San Francisco,California,94122,West,United States
CP-12340,Christine Phan,Corporate,New York City,New York,10024,East,United States
RF-19840,Roy Französisch,Consumer,Columbus,Ohio,43229,East,United States
AB-10060,Adam Bellavance,Home Office,Waynesboro,Virginia,22980,South,United States
EH-13990,Erica Hackney,Consumer,Sacramento,California,95823,West,United States
MN-17935,Michael Nguyen,Consumer,Clinton,Maryland,20735,East,United States
KL-16555,Kelly Lampkin,Corporate,Fairfield,Ohio,45014,East,United States
MP-17965,Michael Paige,Corporate,Warwick,Rhode Island,2886,East,United States
BF-11020,Barry Französisch,Corporate,Aurora,Illinois,60505,Central,United States
TP-21130,Theone Pippenger,Consumer,Smyrna,Georgia,30080,South,United States
MS-17770,Maxwell Schwartz,Consumer,Columbus,Ohio,43229,East,United States
KM-16375,Katherine Murray,Home Office,Thousand Oaks,California,91360,West,United States
BE-11455,Brad Eason,Home Office,Lorain,Ohio,44052,East,United States
CV-12295,Christina VanderZanden,Consumer,Fresno,California,93727,West,United States
DK-13375,Dennis Kane,Consumer,San Diego,California,92105,West,United States
SG-20605,Speros Goranitis,Consumer,New York City,New York,10009,East,United States
CS-12355,Christine Sundaresam,Consumer,Malden,Massachusetts,2148,East,United States
PJ-18835,Patrick Jones,Corporate,New York City,New York,10035,East,United States
NP-18700,Nora Preis,Consumer,San Francisco,California,94109,West,United States
SB-20290,Sean Braxton,Corporate,Florence,South Carolina,29501,South,United States
HM-14860,Harry Marie,Corporate,Huntsville,Texas,77340,Central,United States
MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,90045,West,United States
TM-21010,Tamara Manning,Consumer,San Francisco,California,94122,West,United States
BE-11335,Bill Eplett,Home Office,San Francisco,California,94122,West,United States
AS-10630,Ann Steele,Home Office,Philadelphia,Pennsylvania,19120,East,United States
EM-13810,Eleni McCrary,Corporate,Los Angeles,California,90036,West,United States
JA-15970,Joseph Airdo,Consumer,Los Angeles,California,90045,West,United States
TB-21595,Troy Blackwell,Consumer,Milwaukee,Wisconsin,53209,Central,United States
PP-18955,Paul Prost,Home Office,Holyoke,Massachusetts,1040,East,United States
ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,87105,West,United States
LC-16930,Linda Cazamias,Corporate,Sparks,Nevada,89431,West,United States
MC-17590,Matt Collister,Corporate,Coachella,California,92236,West,United States
CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,60126,Central,United States
SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,45014,East,United States
MZ-17515,Mary Zewe,Corporate,Arlington,Texas,76017,Central,United States
RB-19795,Ross Baird,Home Office,San Francisco,California,94110,West,United States
HM-14860,Harry Marie,Corporate,Seattle,Washington,98103,West,United States
AZ-10750,Annie Zypern,Consumer,New York City,New York,10009,East,United States
JH-15910,Jonathan Howell,Consumer,Houston,Texas,77070,Central,United States
PJ-18835,Patrick Jones,Corporate,Springfield,Virginia,22153,South,United States
CA-12265,Christina Anderson,Consumer,Farmington,New Mexico,87401,West,United States
PW-19240,Pierre Wener,Consumer,Louisville,Colorado,80027,West,United States
SW-20455,Shaun Weien,Consumer,Tampa,Florida,33614,South,United States
AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,7055,East,United States
AM-10705,Anne McFarland,Consumer,Los Angeles,California,90004,West,United States
BD-11320,Bill Donatelli,Consumer,Philadelphia,Pennsylvania,19143,East,United States
CM-12385,Christopher Martinez,Consumer,North Charleston,South Carolina,29406,South,United States
CS-12400,Christopher Schild,Home Office,San Jose,California,95123,West,United States
DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,United States
JG-15160,James Galang,Consumer,Plainfield,New Jersey,7060,East,United States
SC-20380,Shahid Collister,Consumer,Seattle,Washington,98115,West,United States
CS-12460,Chuck Sachs,Consumer,New York City,New York,10009,East,United States
MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,23602,South,United States
CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,28314,South,United States
PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,90032,West,United States
GM-14695,Greg Maxwell,Corporate,Los Angeles,California,90036,West,United States
DC-12850,Dan Campbell,Consumer,New York City,New York,10011,East,United States
FO-14305,Frank Olsen,Consumer,Dallas,Texas,75220,Central,United States
AH-10210,Alan Hwang,Consumer,Seattle,Washington,98105,West,United States
KN-16705,Kristina Nunn,Home Office,Seattle,Washington,98105,West,United States
CB-12535,Claudia Bergmann,Corporate,Newark,Delaware,19711,East,United States
TB-21250,Tim Brockman,Consumer,New York City,New York,10024,East,United States
KD-16345,Katherine Ducich,Consumer,Los Angeles,California,90049,West,United States
JM-15865,John Murray,Consumer,Jamestown,New York,14701,East,United States
KT-16480,Kean Thornton,Consumer,Houston,Texas,77095,Central,United States
SC-20575,Sonia Cooley,Consumer,Mishawaka,Indiana,46544,Central,United States
BS-11800,Bryan Spruell,Home Office,San Diego,California,92037,West,United States
BT-11395,Bill Tyler,Corporate,San Francisco,California,94109,West,United States
DC-12850,Dan Campbell,Consumer,Miami,Florida,33178,South,United States
LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,60076,Central,United States
RR-19315,Ralph Ritter,Consumer,San Francisco,California,94110,West,United States
KL-16645,Ken Lonsdale,Consumer,San Francisco,California,94122,West,United States
RB-19435,Richard Bierner,Consumer,Houston,Texas,77070,Central,United States
MY-17380,Maribeth Yedwab,Corporate,Los Angeles,California,90045,West,United States
AW-10930,Arthur Wiediger,Home Office,Oklahoma City,Oklahoma,73120,Central,United States
KW-16570,Kelly Williams,Consumer,Monroe,Louisiana,71203,South,United States
DB-12910,Daniel Byrd,Home Office,Tampa,Florida,33614,South,United States
BB-11545,Brenda Bowman,Corporate,Chicago,Illinois,60623,Central,United States
NP-18700,Nora Preis,Consumer,Bowling Green,Ohio,43402,East,United States
PB-19105,Peter Bühler,Consumer,Houston,Texas,77095,Central,United States
DW-13585,Dorothy Wardle,Corporate,Westfield,New Jersey,7090,East,United States
CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,73120,Central,United States
TT-21220,Thomas Thornton,Consumer,Houston,Texas,77041,Central,United States
DB-12910,Daniel Byrd,Home Office,Fort Lauderdale,Florida,33311,South,United States
DJ-13510,Don Jones,Corporate,Little Rock,Arkansas,72209,South,United States
DL-13495,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,19120,East,United States
LO-17170,Lori Olson,Corporate,La Quinta,California,92253,West,United States
SV-20365,Seth Vernon,Consumer,Cleveland,Ohio,44105,East,United States
EM-13810,Eleni McCrary,Corporate,San Francisco,California,94122,West,United States
KD-16615,Ken Dana,Corporate,Scottsdale,Arizona,85254,West,United States
NB-18580,Nicole Brennan,Corporate,Philadelphia,Pennsylvania,19134,East,United States
AP-10720,Anne Pryor,Home Office,Malden,Massachusetts,2148,East,United States
JE-15745,Joel Eaton,Consumer,San Jose,California,95123,West,United States
JM-15865,John Murray,Consumer,Phoenix,Arizona,85023,West,United States
AB-10105,Adrian Barton,Consumer,Henderson,Kentucky,42420,South,United States
PN-18775,Parhena Norris,Home Office,Columbia,South Carolina,29203,South,United States
JC-15775,John Castell,Consumer,Tallahassee,Florida,32303,South,United States
PF-19165,Philip Fox,Consumer,New York City,New York,10035,East,United States
BW-11110,Bart Watters,Corporate,Houston,Texas,77070,Central,United States
BP-11185,Ben Peterman,Corporate,Coral Springs,Florida,33065,South,United States
TM-21010,Tamara Manning,Consumer,Orem,Utah,84057,West,United States
MB-17305,Maria Bertelson,Consumer,Nashville,Tennessee,37211,South,United States
HR-14830,Harold Ryan,Corporate,New York City,New York,10009,East,United States
BD-11635,Brian Derr,Consumer,Bowling Green,Kentucky,42104,South,United States
SF-20200,Sarah Foster,Consumer,Bellingham,Washington,98226,West,United States
SP-20620,Stefania Perrino,Corporate,New York City,New York,10011,East,United States
DR-12880,Dan Reichenbach,Corporate,Newark,Ohio,43055,East,United States
